"Codigo","Nombre","Modelo","Descripcion","Pcosto","Pventa","PMayor","Pordes","Porpro","Grupo","Familia","Marca","Feuling","Feulve","Observaciones","Status","Exiact","Id","Propietario","Minimo","Idereg","Costor","Invini","Proveedor","Ultmov","Bodega","Nombod","Ventas","Compras","Apos","Aneg"
DMP516,"7861177774895-4901-4918 CANDELABRO DORADO (COPAS PIEDRAS)","","",35.92,120.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2018-12-21 00:00:00.000,2019-02-12 00:00:00.000,"",A,0.0,8011,ANGELA LARREA,0.0,1,35.92,0.0,IMPORTADORA FEDERAL S.A.,2019-02-12 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
DMP517,CRYSTAL ACRILIC TRICOLOR ,"","",2.14,6.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2018-12-21 00:00:00.000,,"",A,8.0,8013,ANGELA LARREA,0.0,1,2.14,0.0,IMPORTADORA FEDERAL S.A.,2018-12-21 00:00:00.000,1,D ROSIE,0.0,8.0,0.0,0.0
DMP518,ESPEJO CON LABOR CARPIO,"","",350.0,780.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-11 00:00:00.000,2019-04-29 00:00:00.000,"",A,1.0,8157,ANGELA LARREA,0.0,1,350.0,0.0,CARPIO RENATO ,2019-12-11 00:00:00.000,1,D ROSIE,1.0,2.0,0.0,0.0
DMP519,NB-100-3442 CUADRO DECORATIVO MARCO ORO ROSA,"","",55.0,110.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-05-13 00:00:00.000,,"",A,2.0,8168,ANGELA LARREA,0.0,1,55.0,0.0,ALMACEN PROMOCIONES,2019-05-13 00:00:00.000,1,D ROSIE,0.0,2.0,0.0,0.0
DMP520,NB-100-4758 BOMBONERA,"","",37.0,75.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-05-13 00:00:00.000,,"",A,1.0,8170,ANGELA LARREA,0.0,1,37.0,0.0,ALMACEN PROMOCIONES,2019-05-13 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP521,NB-100-4759 BASE DE DECORACION ,"","",29.5,60.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-05-13 00:00:00.000,,"",A,1.0,8172,ANGELA LARREA,0.0,1,29.5,0.0,ALMACEN PROMOCIONES,2019-05-13 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP522,"18702 JUEGO DE CANDELABROS VIDE 30 36 42","","",39.0,80.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-05-19 00:00:00.000,,"",A,1.0,8189,ANGELA LARREA,0.0,1,39.0,0.0,IMPORTADORA FEDERAL S.A.,2019-05-19 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP523,"18708 JUEGO DE 3 CANDELABROS ALEXIS 30-46-42","","",39.0,80.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-05-19 00:00:00.000,,"",A,1.0,8191,ANGELA LARREA,0.0,1,39.0,0.0,IMPORTADORA FEDERAL S.A.,2019-05-19 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP524,"18934 CANDELABRO NERO X5  65X24","","",35.43,80.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-05-19 00:00:00.000,2019-12-08 00:00:00.000,"",A,0.0,8193,ANGELA LARREA,0.0,1,35.43,0.0,IMPORTADORA FEDERAL S.A.,2019-12-08 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
DMP525,"19179 19180 19181 CANDELABRO COPAS 30 35 40","","",40.18,80.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-05-19 00:00:00.000,2019-05-31 00:00:00.000,"",A,0.0,8195,ANGELA LARREA,0.0,1,40.18,0.0,IMPORTADORA FEDERAL S.A.,2019-05-31 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
DMP526,"19191 19192 19193 CANDELABRO DORADO 30 35 40CM ","","",37.48,80.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-10-12 00:00:00.000,2020-02-28 00:00:00.000,"",A,2.0,8197,ANGELA LARREA,0.0,1,37.48,0.0,IMPORTADORA FEDERAL S.A.,2020-02-28 00:00:00.000,1,D ROSIE,5.0,7.0,0.0,0.0
DMP527,"19212 JUEGO DE 3 REPISAS DORADAS PORTA BOCADITOS","","",55.32,80.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",,2020-01-20 00:00:00.000,"",A,0.0,8199,ANGELA LARREA,0.0,1,55.32,0.0,IMPORTADORA FEDERAL S.A.,2020-01-20 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
DMP528,"19439 19440 19441 CANDELABRO","","",44.35,70.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-07-15 00:00:00.000,2019-08-29 00:00:00.000,"",A,0.0,8302,ANGELA LARREA,0.0,1,44.35,0.0,IMPORTADORA FEDERAL S.A.,2019-08-29 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
DMP529,CEREZA GRANDE 18458   77349,"","",49.11,150.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-11-04 00:00:00.000,,"",A,1.0,8425,ANGELA LARREA,0.0,1,49.11,0.0,DEPRATI,2019-11-04 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP530,CEREZA MEDIANA 77349 18458,"","",20.34,60.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-11-04 00:00:00.000,,"",A,1.0,8427,ANGELA LARREA,0.0,1,20.34,0.0,DEPRATI,2019-11-04 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP531,"145244129 SET OF 3 CANDLE HOLDERS ","","",27.0,55.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,0.0,8546,ANGELA LARREA,0.0,1,27.0,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
DMP532,"7450009176542 COPAS BLANCAS CON DORADO","","",26.0,55.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,1.0,8548,ANGELA LARREA,0.0,1,26.0,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP533,"145244123 SET OF 3 CANDLE HOLDERS ","","",26.99,55.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,1.0,8550,ANGELA LARREA,0.0,1,26.99,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP534,"145244116 CENTRE OF TABLE","","",12.3,35.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,1.0,8552,ANGELA LARREA,0.0,1,12.3,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP535,"145244113 SET OF 2 CANDLE ","","",14.0,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,1.0,8554,ANGELA LARREA,0.0,1,14.0,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP536,"145244114 FLOWER  PQT   FLORERO BLANCO","","",12.76,35.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,1.0,8556,ANGELA LARREA,0.0,1,12.76,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP537,"145244126 SET OF 3 CANDLE HOLDERS","","",26.99,60.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,1.0,8558,ANGELA LARREA,0.0,1,26.99,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP538,"437615018 BOLA DECOR BLANCA","","",4.23,8.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-08 00:00:00.000,,"",A,3.0,8560,ANGELA LARREA,0.0,1,4.23,0.0,SOLIS FLORES JOSE,2019-12-08 00:00:00.000,1,D ROSIE,0.0,3.0,0.0,0.0
DMP539,"105793 105787 105790 JUEGO DE COPAS DORADAS CON TURQUESA ","","",48.03,98.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-01-06 00:00:00.000,2020-01-19 00:00:00.000,"",A,2.0,8575,ANGELA LARREA,0.0,1,46.8,0.0,ALMACENES ESTUARDO SANCHEZ,2020-01-19 00:00:00.000,1,D ROSIE,1.0,3.0,0.0,0.0
DMP540,"106007 CANDELABRO ","","",17.5,38.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2019-12-19 00:00:00.000,,"",A,2.0,8577,ANGELA LARREA,0.0,1,17.0,0.0,ALMACENES ESTUARDO SANCHEZ,2019-12-19 00:00:00.000,1,D ROSIE,0.0,2.0,0.0,0.0
DMP541,COPAS LARGAS TURQUESAS 105793 105787 105790,"","",46.8,98.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-01-06 00:00:00.000,,"",A,0.0,8608,ANGELA LARREA,0.0,1,46.8,0.0,ALMACENES ESTUARDO SANCHEZ,2020-01-06 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP543,"19245 CENTRO DORADO","","",28.84,50.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-01-20 00:00:00.000,2020-01-20 00:00:00.000,"",A,0.0,8642,ANGELA LARREA,0.0,1,28.84,0.0,IMPORTADORA FEDERAL S.A.,2020-01-20 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
DMP544,"19252 REPISA DORADA ","","",30.22,50.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-01-20 00:00:00.000,2020-01-20 00:00:00.000,"",A,0.0,8644,ANGELA LARREA,0.0,1,30.22,0.0,IMPORTADORA FEDERAL S.A.,2020-01-20 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
DMP545,"441-557588 MUJER ABSTRACTA","","",32.93,75.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,2.0,8656,ANGELA LARREA,0.0,1,32.93,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,2.0,0.0,0.0
DMP546,"440-03793 FIGURA DAMA ABSTRACTA RUEDA","","",35.24,75.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,3.0,8658,ANGELA LARREA,0.0,1,35.24,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,3.0,0.0,0.0
DMP547,"445-792241 PERA BLANCA","","",16.11,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,2.0,8660,ANGELA LARREA,0.0,1,16.11,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,2.0,0.0,0.0
DMP548,"445-792240 MANZANA BLANCA","","",16.11,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,2.0,8662,ANGELA LARREA,0.0,1,16.11,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,2.0,0.0,0.0
DMP549,"445-291-927 MANZANA DECOR PLATEADA","","",16.87,35.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,1.0,8664,ANGELA LARREA,0.0,1,16.87,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP550,RV7318 FLORERO AZUL CON DORADO,"","",28.86,58.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,2.0,8666,ANGELA LARREA,0.0,1,28.86,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,2.0,0.0,0.0
DMP551,KV7323 JARRON DORADO GRANDE,"","",29.12,48.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,2.0,8668,ANGELA LARREA,0.0,1,29.12,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,2,INNOVARTE,0.0,2.0,0.0,0.0
DMP552,"412-362807 FLORERO TURQUESA","","",34.86,55.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,1.0,8670,ANGELA LARREA,0.0,1,34.86,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,1.0,0.0,0.0
DMP553,KV7322 FLORERO DORADO PEQUE�O,"","",23.57,38.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,"",2020-02-12 00:00:00.000,,"",A,2.0,8672,ANGELA LARREA,0.0,1,23.57,0.0,IMPORTADORA HOME DECOR,2020-02-12 00:00:00.000,1,D ROSIE,0.0,2.0,0.0,0.0
ES100,ESQUINEROS DE MADERA ,"","",120.0,260.0,0.0,3.0,0.0,ESQUINEROS,MUEBLES PARA SALONES ,"",,2018-03-25 00:00:00.000,"",A,0.0,515,ANGELA LARREA,0.0,1,,4.0,LIA,2018-03-25 00:00:00.000,1,D ROSIE,4.0,0.0,0.0,0.0
ES101,ESQUINERO MESITA BLANCO,"","",60.0,120.0,0.0,0.0,0.0,ESQUINEROS,MUEBLES PARA SALONES ,"",2016-07-13 00:00:00.000,2016-07-31 00:00:00.000,"",A,0.0,6980,ANGELA LARREA,0.0,1,60.0,0.0,MUEBLES CONQUISTADOR,2016-07-31 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
ES102,ESQUINERO ALTO BLANCO,"","",120.0,380.0,0.0,0.0,0.0,ESQUINEROS,MUEBLES PARA SALONES ,"",2016-07-31 00:00:00.000,2016-07-31 00:00:00.000,"",A,0.0,6987,ANGELA LARREA,0.0,1,120.0,0.0,CARLOS GUAMAN ,2016-07-31 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
ESC101,ESCRITORIO A20 BLANCO CON ROSADO,"","",248.0,480.0,0.0,1.0,0.0,ESCRITORIOS,MUEBLES DE OFICINA  ,BIENSTAR,2012-05-22 00:00:00.000,2011-11-04 00:00:00.000,"",A,0.0,594,ANGELA LARREA,0.0,1,248.0,1.0,BINESTAR,2012-05-22 00:00:00.000,1,D ROSIE,3.0,2.0,0.0,0.0
ESC102,COLCHON 3P CONTINENTAL DE LUJO,"","",230.0,480.0,0.0,3.0,0.0,COLCHONES,MUEBLES DE OFICINA  ,CHAIDE Y CHAIDE,,,"",I,0.0,596,ANGELA LARREA,0.0,1,230.0,3.0,BINESTAR,2017-07-27 00:00:00.000,1,D ROSIE,26.0,23.0,0.0,0.0
ESC103,ESCRITORIO A20 BLANCO CON NEGRO ,"","",271.25,480.0,0.0,2.0,0.0,ESCRITORIOS,MUEBLES DE OFICINA  ,BIENSTAR,2012-11-07 00:00:00.000,2015-04-25 00:00:00.000,"",A,1.0,734,ANGELA LARREA,0.0,1,326.0,1.0,BINESTAR,2015-04-25 00:00:00.000,1,D ROSIE,7.0,7.0,0.0,0.0
ESC104,ESCRITORIO ECONOMICO CARLOS G,"","",140.0,280.0,0.0,0.0,0.0,ESCRITORIOS,MUEBLES DE OFICINA  ,"",2016-11-24 00:00:00.000,2016-11-24 00:00:00.000,"",A,0.0,4707,ANGELA LARREA,0.0,1,140.0,0.0,CARLOS GUAMAN,2016-11-24 00:00:00.000,1,D ROSIE,5.0,5.0,0.0,0.0
ESC105,ESCRITORIO EN L CONQUISTADOR ,"","",280.0,480.0,0.0,0.0,0.0,ESCRITORIOS,MUEBLES DE OFICINA  ,"",2017-05-31 00:00:00.000,2017-06-09 00:00:00.000,"",A,0.0,6731,ANGELA LARREA,0.0,1,280.0,0.0,MUEBLES CONQUISTADOR,2017-06-09 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
ESC106,ESCRITORIO MARRIOTT,"","",271.32,580.0,0.0,0.0,0.0,ESCRITORIOS,MUEBLES DE OFICINA  ,"",2015-08-29 00:00:00.000,2016-11-22 00:00:00.000,"",A,0.0,6763,ANGELA LARREA,0.0,1,271.32,0.0,MARRIOTT,2016-11-22 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
LI100,LIBREROS 4 PUERTAS CON PUERTAS,"","",140.0,280.0,0.0,0.0,0.0,LIBREROS ,MUEBLES DE OFICINA  ,"",,2012-03-21 00:00:00.000,"",A,0.0,828,ROSA MERA,0.0,1,,1.0,ANITA DELGADO,2012-03-21 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
LI101,LIBRERO 4 PUERTAS SIN PUERTAS,"","",160.0,230.0,0.0,0.0,0.0,LIBREROS ,MUEBLES DE OFICINA  ,"",2013-01-19 00:00:00.000,2013-01-19 00:00:00.000,"",A,0.0,1071,ROSA MERA,0.0,1,,1.0,ANITA DELGADO,2013-01-19 00:00:00.000,1,D ROSIE,2.0,1.0,0.0,0.0
LI102,ESTANTERIA JUVENIL MILI,"","",150.0,250.0,0.0,1.0,0.0,LIBREROS ,MUEBLES DE OFICINA  ,"",,2012-07-21 00:00:00.000,"",A,0.0,1380,ANGELA LARREA,0.0,1,224.0,0.0,LUIS NARVAEZ,2012-07-21 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
LI103,LIBRERO PEQUE�O CON PUERTAS,"","",65.0,150.0,0.0,0.0,0.0,LIBREROS ,MUEBLES DE OFICINA  ,"",2013-01-19 00:00:00.000,2013-01-19 00:00:00.000,"",A,0.0,3542,ROSA MERA,0.0,1,,0.0,ANITA DELGADO,2013-01-19 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
LI104,LIBRERO CONQUISTADOR,"","",290.0,480.0,0.0,0.0,0.0,LIBREROS ,MUEBLES DE OFICINA  ,"",2014-02-10 00:00:00.000,2015-11-29 00:00:00.000,"",A,0.0,4913,ANGELA LARREA,0.0,1,290.0,0.0,MUEBLES CONQUISTADOR,2015-11-29 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
LI105,LIBRERO ECONOMICO CARLOS GUAMAN,"","",240.0,480.0,0.0,0.0,0.0,LIBREROS ,MUEBLES DE OFICINA  ,"",2016-03-31 00:00:00.000,2016-03-31 00:00:00.000,"",A,0.0,4923,ROSA MERA,0.0,1,240.0,0.0,CARLOS GUAMAN ,2016-03-31 00:00:00.000,1,D ROSIE,3.0,3.0,0.0,0.0
LI106,LIBRERO MARRIOT,"","",244.79,480.0,0.0,0.0,0.0,LIBREROS ,MUEBLES DE OFICINA  ,"",2015-08-29 00:00:00.000,2016-11-22 00:00:00.000,"",A,0.0,6765,ANGELA LARREA,0.0,1,244.79,0.0,MARRIOTT,2016-11-22 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
LT100,LITERA SHERATON DOBLE,"","",830.0,1480.0,0.0,0.0,0.0,LITERAS,HABITACIONES NI�OS ,"",2012-01-13 00:00:00.000,2012-03-03 00:00:00.000,"",A,0.0,872,ANGELA LARREA,0.0,1,830.0,0.0,LUIS NARVAEZ,2012-03-03 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
LT101,LITERA CONQUISTADOR,"","",890.0,1480.0,0.0,0.0,0.0,LITERAS,HABITACIONES NI�OS ,"",2020-01-28 00:00:00.000,2020-01-28 00:00:00.000,"",A,0.0,1965,ANGELA LARREA,0.0,1,890.0,0.0,MUEBLES CONQUISTADOR,2020-01-28 00:00:00.000,1,D ROSIE,42.0,42.0,0.0,0.0
LT102,LITERA CUMBAL,"","",840.0,1380.0,0.0,0.0,0.0,LITERAS,HABITACIONES NI�OS ,"",2012-08-21 00:00:00.000,2012-10-18 00:00:00.000,"",A,0.0,2413,ANGELA LARREA,0.0,1,840.0,0.0,VICENTE CUMBAL,2012-10-18 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
LT103,LITERA MODERMUEBLE,"","",979.35,1380.0,0.0,0.0,0.0,LITERAS,HABITACIONES NI�OS ,"",2014-10-02 00:00:00.000,2014-10-02 00:00:00.000,"",A,0.0,4966,ANGELA LARREA,0.0,1,979.35,0.0,MODERMUEBLE,2014-10-02 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
LT104,LITERA ANGELA,"","",680.0,980.0,0.0,0.0,0.0,LITERAS,HABITACIONES NI�OS ,"",,,"",A,0.0,6793,ANGELA LARREA,0.0,1,,0.0,MUEBLES CONQUISTADOR,,1,D ROSIE,0.0,0.0,0.0,0.0
LT105,LITERA ANGELA CONQUISTADOR,"","",680.0,1280.0,0.0,0.0,0.0,LITERAS,HABITACIONES NI�OS ,"",2015-11-17 00:00:00.000,2017-07-12 00:00:00.000,"",A,0.0,6799,ANGELA LARREA,0.0,1,680.0,0.0,MUEBLES CONQUISTADOR,2017-07-12 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
MC100,MECEDORA IBARRA ,"","",100.0,250.0,0.0,1.0,0.0,MECEDORA,MUEBLES PARA SALONES ,"",,2012-05-15 00:00:00.000,"",A,0.0,859,ROSA MERA,0.0,1,,1.0,MAESTRO IBARRA,2012-05-15 00:00:00.000,1,D ROSIE,1.0,0.0,0.0,0.0
MC101,MECEDORA CONQUISTADOR,"","",190.0,380.0,0.0,1.0,0.0,MECEDORA,MUEBLES PARA SALONES ,"",2017-05-25 00:00:00.000,2017-12-31 00:00:00.000,"",A,1.0,1872,ANGELA LARREA,0.0,1,190.0,0.0,MUEBLES CONQUISTADOR,2017-12-31 00:00:00.000,1,D ROSIE,4.0,5.0,0.0,0.0
MC102,MECEDORA CUENCANA ANTIGUA,"","",250.0,480.0,0.0,0.0,0.0,MECEDORA,MUEBLES PARA SALONES ,"",2015-01-14 00:00:00.000,2015-01-14 00:00:00.000,"",A,0.0,6431,ROSA MERA,0.0,1,250.0,0.0,BINESTAR,2015-01-14 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
MD100,MODULAR COMPUTADORA GRANDE,"","",89.29,240.0,0.0,3.0,0.0,MODULAR COMPUTADORA,MUEBLES DE OFICINA  ,SIN MARCA,2015-01-14 00:00:00.000,2014-03-11 00:00:00.000,"",A,0.0,167,ROSA MERA,0.0,1,267.86,2.0,ANITA DELGADO,2015-01-14 00:00:00.000,1,D ROSIE,3.0,1.0,0.0,0.0
MD101,ESCRITORIO PEQUE�OS BRILLOSO,"","",0.0,200.0,0.0,1.0,0.0,MODULAR COMPUTADORA,MUEBLES DE OFICINA  ,SIN MARCA,,2013-04-12 00:00:00.000,"",A,0.0,169,ROSA MERA,0.0,1,,2.0,ANITA DELGADO,2013-04-12 00:00:00.000,1,D ROSIE,2.0,0.0,0.0,0.0
MD102,MODULAR DE COMPUTADORA SAFIRA CAOBA,"","",52.05,120.0,0.0,1.0,0.0,MODULAR COMPUTADORA,MUEBLES DE OFICINA  ,"",2011-08-30 00:00:00.000,2014-05-05 00:00:00.000,"",A,0.0,1005,ANGELA LARREA,0.0,1,52.05,0.0,CUSCAR,2014-05-05 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
MN100,MUEBLE DE NI�O,"","",35.0,70.0,0.0,1.0,0.0,MUEBLES DE NI�O,HABITACIONES NI�OS ,"",2016-01-30 00:00:00.000,2016-01-30 00:00:00.000,"",A,1.0,922,ANGELA LARREA,0.0,1,35.0,4.0,LUIS REYES,2016-01-30 00:00:00.000,1,D ROSIE,24.0,21.0,0.0,0.0
MN101,MUEBLE DE NI�A 200010 ASIENTO LILA CON FLORES,"","",49.11,100.0,0.0,0.0,0.0,MUEBLES DE NI�O,HABITACIONES NI�OS ,"",2015-01-14 00:00:00.000,,"",A,0.0,3632,ANGELA LARREA,0.0,1,49.11,0.0,MARRIOTT,2015-01-14 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
MN102,MESA DE COMEDOR DE 4 SILLAS KIDS VARIOS J00012,"","",79.91,150.0,0.0,0.0,0.0,MUEBLES DE NI�O,HABITACIONES NI�OS ,"",,,"",I,0.0,3636,ANGELA LARREA,0.0,1,79.91,0.0,MARRIOTT,2014-06-28 00:00:00.000,1,D ROSIE,1.0,1.0,0.0,0.0
MN103,MUEBLE DE NI�O ASIENTO PRINCESA  J00011,"","",53.57,100.0,0.0,0.0,0.0,MUEBLES DE NI�O,HABITACIONES NI�OS ,"",2013-03-09 00:00:00.000,2015-01-14 00:00:00.000,"",A,0.0,3638,ANGELA LARREA,0.0,1,53.57,0.0,MARRIOTT,2015-01-14 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
MQ100,MESAS ESQUINERAS EN X ,"","",76.0,140.0,0.0,0.0,0.0,MESAS ESQUINERAS,MUEBLES PARA SALONES ,BIENSTAR,2015-12-31 00:00:00.000,2015-12-31 00:00:00.000,"",A,0.0,586,ANGELA LARREA,0.0,1,,1.0,BINESTAR,2015-12-31 00:00:00.000,1,D ROSIE,2.0,1.0,0.0,0.0
MQ101,MESA ESQUINERA CRUCEIRO CONQUISTADOR,"","",50.0,150.0,0.0,0.0,0.0,MESAS ESQUINERAS,MUEBLES PARA SALONES ,"",2018-06-02 00:00:00.000,2018-11-29 00:00:00.000,"",A,1.0,4939,ANGELA LARREA,0.0,1,50.0,0.0,MUEBLES CONQUISTADOR,2018-11-29 00:00:00.000,1,D ROSIE,3.0,4.0,0.0,0.0
MQ103,MESITAS ESQUINERAS IBARRA 3 VIENEN,"","",70.0,140.0,0.0,0.0,0.0,MESAS ESQUINERAS,MUEBLES PARA SALONES ,"",2015-06-18 00:00:00.000,2016-12-22 00:00:00.000,"",A,0.0,6682,ANGELA LARREA,0.0,1,70.0,0.0,NANCY VENEGAS (IBARRA),2016-12-22 00:00:00.000,1,D ROSIE,2.0,2.0,0.0,0.0
MQ104,MESITAS 3 NIVELES CONQUISTADOR,"","",100.0,250.0,0.0,0.0,0.0,MESAS ESQUINERAS,MUEBLES PARA SALONES ,"",2015-11-17 00:00:00.000,2015-10-22 00:00:00.000,"",A,1.0,6755,ANGELA LARREA,0.0,1,100.0,0.0,MUEBLES CONQUISTADOR,2015-11-17 00:00:00.000,1,D ROSIE,1.0,2.0,0.0,0.0
