"Codigo","Nombre","Modelo","Descripcion","Pcosto","Pventa","PMayor","Pordes","Porpro","Grupo","Familia","Marca","Feuling","Feulve","Observaciones","Status","Exiact","Id","Propietario","Minimo","Idereg","Costor","Invini","Proveedor","Ultmov","Bodega","Nombod","Ventas","Compras","Apos","Aneg"
DMP283,F107-11A086-D-G,"","",12.9,25.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,2.0,2299,ANGELA LARREA,0.0,1,12.9,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP284,ARMD102-005,"","",34.5,65.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,2012-09-21 00:00:00.000,"",A,0.0,2301,ANGELA LARREA,0.0,1,34.5,0.0,ALMACEN PROMOCIONES,2012-09-21 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP285,FUBC-011035S PERA DECORATIVA 011214,"","",8.95,18.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,2012-11-27 00:00:00.000,"",A,2.0,2303,ANGELA LARREA,0.0,1,8.95,0.0,ALMACEN PROMOCIONES,2012-11-27 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP286,BC-102003A FLORERO 011206,"","",32.6,65.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,1.0,2305,ANGELA LARREA,0.0,1,32.6,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP287,"425-21896 COJIN DECORATIVO 011211","","",12.05,25.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,3.0,2307,ANGELA LARREA,0.0,1,12.05,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP288,"441-674897 FLORERO DE CERAMCA 011211","","",30.2,58.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,1.0,2309,ANGELA LARREA,0.0,1,30.2,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP289,RPM-010 ESPIGA FLECO 011215,"","",1.3,2.5,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"6 ROJAS Y 6 TIGRES",A,12.0,2311,ANGELA LARREA,0.0,1,1.3,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP290,RPM-056 ESPIGA FLOR 011215,"","",2.2,4.5,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,6.0,2313,ANGELA LARREA,0.0,1,2.2,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP291,XMFE-115009C 14*14*40 CM FLORERO NAVIDE�O 031106,"","",25.5,50.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,3.0,2315,ANGELA LARREA,0.0,1,25.5,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP292,"440-01159  BOLA DECORATIVA AP-232011","","",4.95,10.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,6.0,2317,ANGELA LARREA,0.0,1,4.95,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP293,"440-01161 CANDELABRO AP-23-2011","","",17.5,35.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,2.0,2319,ANGELA LARREA,0.0,1,17.5,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP294,"440-01162 CANLABRO AP-23-2011","","",13.25,28.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,,"",A,2.0,2321,ANGELA LARREA,0.0,1,13.25,0.0,ALMACEN PROMOCIONES,2012-08-15 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP295,"448-264024 FIG. HOJA DECORACION AP-23-2011","","",14.8,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,PROMOCIONES,2012-08-15 00:00:00.000,2012-11-27 00:00:00.000,"",A,1.0,2323,ANGELA LARREA,0.0,1,14.8,0.0,ALMACEN PROMOCIONES,2012-11-27 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP296,P7916 CANDELERO 673643,"","",4.62,10.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,2012-12-23 00:00:00.000,"",A,2.0,2325,ANGELA LARREA,0.0,1,4.62,0.0,ALMACEN MA/OFERTA,2012-12-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP297,P8035 JARRON 12669,"","",25.38,48.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,4.0,2327,ANGELA LARREA,0.0,1,25.38,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP298,P8036 JARRON 12671,"","",15.38,28.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,4.0,2329,ANGELA LARREA,0.0,1,15.38,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP299,P8384 FLORERO 674451,"","",10.62,32.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,6.0,2331,ANGELA LARREA,0.0,1,10.62,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP300,P8432 FLORERO 674466,"","",11.42,35.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,2012-11-27 00:00:00.000,"",A,2.0,2333,ANGELA LARREA,0.0,1,11.42,0.0,ALMACEN MA/OFERTA,2012-11-27 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP301,P8433  FLORERO 674450,"","",10.79,22.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,6.0,2335,ANGELA LARREA,0.0,1,10.79,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP302,P8472 FLORERO HD9078-12,"","",11.08,25.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,2012-11-23 00:00:00.000,"",A,1.0,2337,ANGELA LARREA,0.0,1,11.08,0.0,ALMACEN MA/OFERTA,2012-11-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP304,P8474 FLORERO HD101961,"","",15.96,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,2012-11-17 00:00:00.000,"",A,1.0,2341,ANGELA LARREA,0.0,1,15.96,0.0,ALMACEN MA/OFERTA,2012-11-17 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP305,X4356 LAMPARA603953/1,"","",11.3,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2343,ANGELA LARREA,0.0,1,11.3,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP306,X4390 JGO DE LAMPARAS 4487/1,"","",38.5,70.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2345,ANGELA LARREA,0.0,1,38.5,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP307,X4529 CANDELERO 07141C,"","",23.95,40.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2347,ANGELA LARREA,0.0,1,23.95,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP308,X4530 CANDELERO 071418,"","",21.3,40.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2349,ANGELA LARREA,0.0,1,21.3,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP309,"5311 EDREDON 0017",COLOR BEIGE,"",0.0,0.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,,,"",A,0.0,2351,ANGELA LARREA,0.0,1,,0.0,ALMACEN MA/OFERTA,,1,D ROSIE,0.0,0.0,0.0,0.0
DMP311,"6627 JARRON TD55114/40","","",17.44,35.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,4.0,2355,ANGELA LARREA,0.0,1,17.44,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP312,"7205 FLORERO 9060322","","",26.9,50.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2357,ANGELA LARREA,0.0,1,26.9,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP313,"7347 ALMOHADON MY01969","","",4.37,15.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,6.0,2359,ANGELA LARREA,0.0,1,4.37,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP314,OFE16-00 OFERTA ,"","",16.0,36.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,1.0,2361,ANGELA LARREA,0.0,1,16.0,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP315,P5608 FLORERO 292184,"","",18.46,27.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2363,ANGELA LARREA,0.0,1,18.46,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP316,P6611 FLOREO 562076,"","",7.69,16.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,3.0,2365,ANGELA LARREA,0.0,1,7.69,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP317,P6612 FLORERO 652078,"","",5.23,12.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,3.0,2367,ANGELA LARREA,0.0,1,5.23,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP318,P6943 PLATO DEC 58036,"","",10.95,25.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,1.0,2369,ANGELA LARREA,0.0,1,10.95,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP319,P6947 CANDELABRIO 58032B,"","",8.9,18.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,1.0,2371,ANGELA LARREA,0.0,1,8.9,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP320,P6979 LAMPARA 704-021,"","",28.44,60.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2373,ANGELA LARREA,0.0,1,28.44,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP321,P7408 FLORERO 29-002,"","",13.08,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,6.0,2375,ANGELA LARREA,0.0,1,13.08,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP322,P7410 FLORERO 29-003,"","",10.77,25.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,5.0,2377,ANGELA LARREA,0.0,1,10.77,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP323,P7796 FLORERO 59579,"","",14.62,30.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2379,ANGELA LARREA,0.0,1,14.62,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP324,P7797 FLORERO 59580,"","",0.0,0.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-24 00:00:00.000,,"",A,1.0,2382,ANGELA LARREA,0.0,1,,0.0,ALMACEN MA/OFERTA,2012-08-24 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP325,P7803 CANDELABRO 9059929,"","",10.69,22.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2384,ANGELA LARREA,0.0,1,10.69,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP326,P7804 CANDELABRO 9059930,"","",12.23,25.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2386,ANGELA LARREA,0.0,1,12.23,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP327,P7805 CANDELABRO 9059928,"","",9.15,20.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,,"",A,2.0,2388,ANGELA LARREA,0.0,1,9.15,0.0,ALMACEN MA/OFERTA,2012-08-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP328,P7915 FLORERO 673642,"","",8.46,20.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-08-23 00:00:00.000,2012-12-23 00:00:00.000,"",A,2.0,2390,ANGELA LARREA,0.0,1,8.46,0.0,ALMACEN MA/OFERTA,2012-12-23 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP329,"7578 C/MESA 4*B TGL-6174","","",18.81,45.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-11-16 00:00:00.000,,"",A,2.0,2482,ANGELA LARREA,0.0,1,18.81,0.0,ALMACEN MA/OFERTA,2012-11-16 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP330,BANDEJA 4*B TGL-6170B,"","",17.67,40.0,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-11-16 00:00:00.000,,"",A,2.0,2484,ANGELA LARREA,0.0,1,17.67,0.0,ALMACEN MA/OFERTA,2012-11-16 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
DMP331,N1120 INDIVIDUAL DOR 72*B 1223-15,"","",1.82,2.5,0.0,0.0,0.0,DECORACION  MODERNA PROVEEDORES ,DECORACION ,ALMACEN OFERTA,2012-11-16 00:00:00.000,,"",A,16.0,2486,ANGELA LARREA,0.0,1,1.82,0.0,ALMACEN MA/OFERTA,2012-11-16 00:00:00.000,1,D ROSIE,0.0,0.0,0.0,0.0
